customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,RecordDate
3500-IUOSU,Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,54.86,646.83,Yes,2023-06-04
4083-WFQQL,Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.31,707.14,No,2023-06-04
9868-XCSYW,Male,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,68.71,1423.56,No,2023-06-04
1081-GTZQO,Female,0,No,Yes,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,193.28,8532.79,Yes,2023-06-04
1307-JHPQS,Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),178.45,5917.95,Yes,2023-06-04
3520-OWPUH,Male,0,No,Yes,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),170.59,8404.08,Yes,2023-06-04
2011-AFNJB,Male,0,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),170.78,2830.46,No,2023-06-04
5671-URMJL,Female,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),157.65,2586.79,Yes,2023-06-04
8521-ZHLZX,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),151.55,8702.91,No,2023-06-04
8154-HQYJM,Male,0,No,Yes,40,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),180.2,7048.52,No,2023-06-04
1829-IHAMU,Male,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),151.54,5884.97,Yes,2023-06-04
8761-GWZOK,Male,1,Yes,No,36,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),180.09,6503.1,Yes,2023-06-04
6397-KNZFJ,Male,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,44.03,712.08,No,2023-06-04
4584-XOPUB,Male,0,No,No,46,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),146.41,6640.4,Yes,2023-06-04
5377-OCWWR,Female,0,No,No,57,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),162.17,9191.94,No,2023-06-04
1034-DJWKO,Female,0,Yes,No,47,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,162.78,7505.18,No,2023-06-04
5014-CPRWG,Female,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,184.29,6528.17,Yes,2023-06-04
6066-GTJJR,Female,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),35.62,1554.49,No,2023-06-04
7224-BRGHU,Female,0,No,Yes,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),196.57,9619.4,No,2023-06-04
8122-DNVXL,Female,0,Yes,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,55.83,2681.32,Yes,2023-06-04
4919-WCMUU,Female,0,No,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,177.49,5330.79,Yes,2023-06-04
5291-CMILN,Female,0,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),202.72,10612.0,Yes,2023-06-04
1216-BNVAH,Male,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,148.19,3333.96,Yes,2023-06-04
9705-HYEOF,Male,0,Yes,No,34,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),171.98,5962.1,Yes,2023-06-04
6273-BDKHD,Female,0,No,No,21,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),122.6,2632.91,Yes,2023-06-04
7891-ATHDY,Female,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,182.17,6048.2,Yes,2023-06-05
3177-BFJRQ,Male,0,No,No,40,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),153.2,6280.54,Yes,2023-06-05
5186-HYTHW,Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),185.91,3619.14,No,2023-06-05
9719-AABSY,Male,0,Yes,No,25,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),171.69,4398.39,No,2023-06-05
7067-BORHU,Female,0,No,No,21,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),115.61,2364.4,No,2023-06-05
1680-QHHIR,Female,1,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,171.85,3502.58,Yes,2023-06-05
2693-FBWGX,Male,0,No,No,46,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),155.99,7332.92,No,2023-06-05
2565-NASHY,Male,0,No,No,39,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,122.1,4686.15,No,2023-06-05
8777-QFLIL,Female,1,Yes,Yes,60,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),125.66,7371.87,No,2023-06-05
5634-FCEKH,Male,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),206.06,10836.27,No,2023-06-05
9089-OPEZE,Male,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),31.61,1965.07,No,2023-06-05
5362-LJACE,Male,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,45.62,1180.76,No,2023-06-05
4743-KVKSI,Male,1,Yes,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),171.18,5552.35,No,2023-06-05
6649-ZYBQP,Male,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),175.7,10808.29,No,2023-06-05
4451-NEKKR,Female,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),57.98,2024.67,No,2023-06-05
7790-MCLDS,Male,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),180.46,6721.69,Yes,2023-06-05
7841-TWTPM,Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,166.42,9722.97,No,2023-06-05
8762-AXDIK,Female,0,No,No,50,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,133.76,6489.0,No,2023-06-05
9121-MQIXG,Female,0,No,No,23,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),135.85,3140.18,No,2023-06-05
4560-FQHIR,Female,0,Yes,No,39,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),147.1,5861.06,No,2023-06-05
9474-TQLSL,Female,0,No,Yes,50,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),188.66,9521.93,Yes,2023-06-06
2626-EJVDF,Male,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.82,2331.46,No,2023-06-06
3283-CKGIM,Female,0,Yes,No,24,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),138.18,3385.6,No,2023-06-06
8233-UPEHB,Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,164.54,3896.05,Yes,2023-06-06
8360-PKYZV,Male,0,No,No,48,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),135.68,6664.78,Yes,2023-06-06
7298-JQPNT,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,156.79,6628.66,No,2023-06-06
2547-GXPCC,Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,66.3,3836.67,Yes,2023-06-06
5203-CYTCY,Female,0,Yes,Yes,61,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,168.44,10071.81,Yes,2023-06-06
5981-RFPKU,Male,1,Yes,No,20,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),154.61,3138.09,Yes,2023-06-06
7953-FMCZR,Male,0,No,Yes,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),150.54,3801.39,Yes,2023-06-06
1616-PSPCV,Female,0,Yes,No,48,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),141.27,6745.17,No,2023-06-06
8932-EGOFZ,Female,0,No,Yes,54,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),142.09,7738.84,No,2023-06-06
4807-FYVZL,Female,0,Yes,No,39,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,126.18,5027.57,No,2023-06-06
9732-QIXLW,Female,1,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,163.04,3817.78,No,2023-06-06
4979-GOVPE,Female,0,No,No,46,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,170.94,7762.66,Yes,2023-06-06
6390-XJKPP,Male,0,No,No,25,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),143.05,3596.39,No,2023-06-06
1158-OIBES,Female,0,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),140.54,3367.2,No,2023-06-06
4669-ZRINS,Female,0,No,No,29,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),183.68,5404.58,No,2023-06-06
3039-QFNYR,Female,0,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),177.32,7740.26,Yes,2023-06-06
2779-TLNAZ,Male,0,Yes,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,62.26,2640.09,Yes,2023-06-06
8535-KWWZD,Female,0,No,No,47,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,103.57,4957.0,Yes,2023-06-06
9654-RSIJU,Female,0,Yes,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,183.67,6003.34,Yes,2023-06-06
5725-WRXPM,Male,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),57.07,2202.4,Yes,2023-06-06
8020-JTDZW,Male,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),139.51,5212.33,No,2023-06-06
6113-MZMPV,Male,0,No,No,27,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.25,2991.53,No,2023-06-06
2570-ZIIZW,Male,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,173.55,6617.61,Yes,2023-06-06
4167-BAEHT,Female,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),48.14,2785.6,No,2023-06-06
5208-QUGES,Male,0,No,No,25,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,89.25,2259.36,No,2023-06-06
5542-LHTNJ,Male,1,No,No,40,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),134.37,5364.15,No,2023-06-06
7139-ZWMZG,Male,0,No,No,45,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,114.07,5233.3,No,2023-06-06
1104-QKAID,Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),179.1,11133.3,No,2023-06-06
1381-UTSHU,Female,0,Yes,Yes,15,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,120.98,1769.11,Yes,2023-06-06
5156-FGNLE,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),182.05,10873.37,Yes,2023-06-06
9860-HCONT,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),185.14,7324.46,Yes,2023-06-06
5252-ONQHE,Female,0,Yes,Yes,42,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),144.08,6121.85,No,2023-06-06
8113-YIPBZ,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,52.78,2739.71,No,2023-06-06
4973-DNJNI,Male,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),170.47,10509.71,No,2023-06-06
9621-GISKF,Male,0,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),56.47,2130.0,Yes,2023-06-06
2618-WCRXO,Female,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),206.75,8902.91,No,2023-06-06
9398-IQWMW,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,175.57,7539.99,No,2023-06-06
3792-XSMMR,Male,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),56.48,1128.17,No,2023-06-06
6139-UZAFN,Female,0,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,202.58,11996.89,Yes,2023-06-07
4485-IUVQW,Female,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),178.02,4628.95,Yes,2023-06-07
9099-PZPKR,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),149.19,9079.87,No,2023-06-07
1387-IHXHE,Female,0,No,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,53.71,2899.47,No,2023-06-07
2090-WFEQM,Female,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),189.82,11982.95,No,2023-06-07
3001-YIRUP,Male,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),193.42,10458.28,No,2023-06-07
4039-KKGIE,Male,0,Yes,No,11,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),117.92,1309.84,No,2023-06-07
9898-GHQUD,Female,0,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,169.85,9403.08,No,2023-06-07
2974-HQCGP,Female,0,Yes,Yes,38,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,141.71,5363.46,Yes,2023-06-07
3942-DFQSK,Female,0,Yes,Yes,25,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,132.89,3268.44,Yes,2023-06-07
2961-WCQNB,Female,1,Yes,No,47,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),155.89,7303.05,Yes,2023-06-07
4384-JNEVK,Female,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,199.24,6493.86,No,2023-06-07
4921-FROEI,Male,0,Yes,Yes,52,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),162.6,8689.79,No,2023-06-07
3296-KOGYH,Male,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),166.34,5025.53,No,2023-06-07
1505-YTKBI,Male,0,Yes,No,48,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,95.94,4478.05,No,2023-06-07
2513-KREMD,Male,0,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),54.86,2168.29,Yes,2023-06-07
2082-FXERC,Female,0,Yes,Yes,30,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,146.79,4281.49,No,2023-06-07
2896-UWBAI,Male,0,No,No,60,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,126.51,7762.47,No,2023-06-07
9444-KGPQG,Female,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),156.5,6946.34,Yes,2023-06-07
8999-UATYE,Female,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),53.43,2236.13,Yes,2023-06-07
2808-QHBJN,Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),184.27,6198.63,No,2023-06-07
6594-HNIIY,Female,0,No,Yes,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),180.24,10611.51,No,2023-06-07
1619-PVWMC,Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,146.71,6016.17,No,2023-06-07
4764-WUUKO,Female,0,Yes,No,36,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),145.25,5317.15,No,2023-06-07
4275-TFFUZ,Male,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),161.88,9237.35,No,2023-06-07
4311-MJJAZ,Male,1,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,175.62,8416.4,Yes,2023-06-07
3460-ZALEF,Female,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,185.08,7765.76,No,2023-06-08
9476-TZHSL,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),199.19,9817.94,Yes,2023-06-08
7293-BXNNZ,Female,0,No,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.02,1266.26,No,2023-06-08
6324-UMWSE,Female,0,Yes,No,30,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),185.26,5625.42,No,2023-06-08
7992-QUFKX,Female,1,No,No,52,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,156.36,7950.94,Yes,2023-06-08
9195-VAHJZ,Female,0,No,No,55,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),128.99,7194.46,No,2023-06-08
5948-VEDOR,Male,0,No,No,34,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),117.81,4024.38,No,2023-06-08
9335-MRYBW,Male,0,No,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),136.1,4449.81,No,2023-06-08
1837-HESXD,Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,36.92,848.29,No,2023-06-08
8305-RBZRN,Female,0,Yes,No,41,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.45,4271.14,Yes,2023-06-08
1771-GEKFJ,Female,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),64.88,2530.34,No,2023-06-08
6688-TLJWY,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),197.09,5905.16,Yes,2023-06-08
7783-BAAPA,Female,0,No,Yes,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),149.2,4575.32,Yes,2023-06-08
4677-EMMAJ,Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),123.57,5531.3,Yes,2023-06-08
1512-FMCOV,Female,0,Yes,No,36,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,195.6,7183.22,Yes,2023-06-08
9877-CMLNZ,Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),47.98,2941.59,No,2023-06-08
8939-XVNML,Female,0,No,Yes,43,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),132.27,5793.0,No,2023-06-08
2949-RYWRL,Female,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),53.98,2432.81,No,2023-06-08
7084-MUIVY,Female,0,No,Yes,26,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,169.43,4355.38,No,2023-06-08
4197-JBOFL,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),197.15,7582.7,No,2023-06-08
8142-OEHEH,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),45.01,723.33,No,2023-06-09
4195-WWMKK,Female,0,Yes,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.5,696.15,No,2023-06-09
2153-VLOUZ,Male,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,52.53,3015.06,Yes,2023-06-09
7633-MFYBG,Male,0,Yes,No,44,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),184.95,8339.56,No,2023-06-09
4665-XEYMO,Female,0,Yes,No,61,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),152.2,9156.71,Yes,2023-06-09
3847-YTICB,Female,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),59.34,2566.09,Yes,2023-06-09
9025-DZVSI,Female,1,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),141.58,3367.61,Yes,2023-06-09
3018-NQAWY,Female,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,162.14,9336.02,No,2023-06-09
7114-CMHDH,Female,0,Yes,No,21,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.05,2214.61,Yes,2023-06-09
8327-SEONY,Female,0,No,No,41,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),130.83,5325.51,Yes,2023-06-09
8609-ZWNDP,Female,1,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),191.45,7458.74,No,2023-06-09
5965-UXZTW,Male,1,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),172.78,4880.38,No,2023-06-09
1835-UHBWJ,Male,1,Yes,No,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),199.56,2225.01,No,2023-06-09
9433-HMAYQ,Female,0,No,No,58,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),166.31,9849.33,Yes,2023-06-09
5057-KJZNS,Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),175.16,8765.14,No,2023-06-09
3215-ZFEZK,Female,0,No,Yes,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,190.99,5864.69,No,2023-06-09
7277-BDDDY,Male,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,150.92,4255.09,No,2023-06-09
7845-KYPHI,Female,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),159.77,6719.67,Yes,2023-06-09
5440-HEVNH,Male,0,Yes,No,48,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),130.46,6106.19,No,2023-06-09
2616-STZBW,Female,0,No,No,45,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,111.27,5122.38,Yes,2023-06-09
